REGION TYPE,REGION,YEAR,WEEK,% WEIGHTED ILI,%UNWEIGHTED ILI,AGE 0-4,AGE 25-49,AGE 25-64,AGE 5-24,AGE 50-64,AGE 65,ILITOTAL,NUM. OF PROVIDERS,TOTAL PATIENTS
State,nh,2015,50,0.400168,0.400168,,,0,,,,19,21,4748
State,nh,2015,51,0.416934,0.416934,,,0,,,,13,21,3118
State,nh,2015,52,0.509404,0.509404,,,0,,,,13,19,2552
State,nh,2016,1,0.368409,0.368409,,,0,,,,16,21,4343
State,nh,2016,2,0.480077,0.480077,,,0,,,,20,20,4166
State,nh,2016,3,0.408163,0.408163,,,0,,,,18,22,4410
State,nh,2016,4,0.45045,0.45045,,,0,,,,23,22,5106
State,nh,2016,5,0.588713,0.588713,,,0,,,,29,22,4926
State,nh,2016,6,0.626305,0.626305,,,0,,,,30,21,4790
State,nh,2016,7,0.655165,0.655165,,,0,,,,30,21,4579
State,nh,2016,8,0.753212,0.753212,,,0,,,,34,21,4514
State,nh,2016,9,0.783828,0.783828,,,0,,,,38,21,4848
State,nh,2016,10,1.2543,1.2543,,,0,,,,62,21,4943
State,nh,2016,11,1.27737,1.27737,,,0,,,,49,20,3836
State,nh,2016,12,1.18102,1.18102,,,0,,,,58,21,4911
State,nh,2016,13,1.36437,1.36437,,,0,,,,68,21,4984
State,nh,2016,14,0.932994,0.932994,,,0,,,,44,21,4716
State,nh,2016,15,0.750313,0.750313,,,0,,,,36,21,4798
State,nh,2016,16,0.424989,0.424989,,,0,,,,20,21,4706
State,nh,2016,17,0.428266,0.428266,,,0,,,,20,21,4670
State,nh,2016,18,0.56843,0.56843,,,0,,,,26,20,4574
State,nh,2016,19,0.417864,0.417864,,,0,,,,16,19,3829
State,nh,2016,20,0.471698,0.471698,,,0,,,,17,19,3604
State,nh,2016,21,0.264296,0.264296,,,0,,,,11,19,4162
State,nh,2016,22,0.379027,0.379027,,,0,,,,12,19,3166
State,nh,2016,23,0.406642,0.406642,,,0,,,,12,16,2951
State,nh,2016,24,0.3001,0.3001,,,0,,,,9,17,2999
State,nh,2016,25,0.187477,0.187477,,,0,,,,5,16,2667
State,nh,2016,26,0.247001,0.247001,,,0,,,,7,17,2834
State,nh,2016,27,0.138504,0.138504,,,0,,,,3,17,2166
State,nh,2016,28,0.351741,0.351741,,,0,,,,10,17,2843
State,nh,2016,29,0.266845,0.266845,,,0,,,,8,17,2998
State,nh,2016,30,0.411734,0.411734,,,0,,,,8,16,1943
State,nh,2016,31,0.505561,0.505561,,,0,,,,10,16,1978
State,nh,2016,32,0.469729,0.469729,,,0,,,,9,15,1916
State,nh,2016,33,0.369783,0.369783,,,0,,,,7,16,1893
State,nh,2016,34,0.498753,0.498753,,,0,,,,10,16,2005
State,nh,2016,35,0.341463,0.341463,,,0,,,,7,16,2050
State,nh,2016,36,0.588235,0.588235,,,0,,,,10,16,1700
State,nh,2016,37,0.260281,0.260281,,,0,,,,5,16,1921
State,nh,2016,38,0.455373,0.455373,,,0,,,,10,15,2196
State,nh,2016,39,0.408998,0.408998,,,0,,,,10,17,2445
State,nh,2016,40,0.249252,0.249252,,,0,,,,10,20,4012
State,nh,2016,41,0.225035,0.225035,,,0,,,,8,18,3555
State,nh,2016,42,0.219619,0.219619,,,0,,,,9,19,4098
State,nh,2016,43,0.332305,0.332305,,,0,,,,14,20,4213
State,nh,2016,44,0.50438,0.50438,,,0,,,,19,19,3767
State,nh,2016,45,0.461277,0.461277,,,0,,,,19,21,4119
State,nh,2016,46,0.353857,0.353857,,,0,,,,15,20,4239
State,nh,2016,47,0.356506,0.356506,,,0,,,,10,21,2805
State,nh,2016,48,0.299057,0.299057,,,0,,,,13,21,4347
State,nh,2016,49,0.333847,0.333847,,,0,,,,13,20,3894
State,nh,2016,50,0.463679,0.463679,,,0,,,,18,20,3882
State,nh,2016,51,0.563222,0.563222,,,0,,,,20,21,3551
State,nh,2016,52,0.219974,0.219974,,,0,,,,5,20,2273
State,nh,2017,1,0.536616,0.536616,,,0,,,,17,21,3168
State,nh,2017,2,0.620417,0.620417,,,0,,,,22,21,3546
State,nh,2017,3,0.517007,0.517007,,,0,,,,19,21,3675
State,nh,2017,4,0.693756,0.693756,,,0,,,,28,21,4036
State,nh,2017,5,0.632431,0.632431,,,0,,,,25,20,3953
State,nh,2017,6,1.19889,1.19889,,,0,,,,39,19,3253
State,nh,2017,7,1.6573,1.6573,,,0,,,,59,20,3560
State,nh,2017,8,1.71595,1.71595,,,0,,,,65,20,3788
State,nh,2017,9,1.18394,1.18394,,,0,,,,41,20,3463
State,nh,2017,10,1.06908,1.06908,,,0,,,,39,18,3648
State,nh,2017,11,1.24528,1.24528,,,0,,,,33,18,2650
State,nh,2017,12,1.09769,1.09769,,,0,,,,40,18,3644
State,nh,2017,13,0.891892,0.891892,,,0,,,,33,18,3700
State,nh,2017,14,1.77638,1.77638,,,0,,,,68,18,3828
State,nh,2017,15,0.722624,0.722624,,,0,,,,26,17,3598
State,nh,2017,16,1.16248,1.16248,,,0,,,,43,18,3699
State,nh,2017,17,0.540541,0.540541,,,0,,,,19,18,3515
State,nh,2017,18,0.421941,0.421941,,,0,,,,15,18,3555
State,nh,2017,19,0.682788,0.682788,,,0,,,,24,18,3515
State,nh,2017,20,0.373367,0.373367,,,0,,,,12,17,3214
State,nh,2017,21,0.388007,0.388007,,,0,,,,11,17,2835
State,nh,2017,22,0.471032,0.471032,,,0,,,,10,15,2123
State,nh,2017,23,0.2456,0.2456,,,0,,,,6,16,2443
State,nh,2017,24,0.239521,0.239521,,,0,,,,6,16,2505
State,nh,2017,25,0.424268,0.424268,,,0,,,,10,16,2357
State,nh,2017,26,0.12848,0.12848,,,0,,,,3,16,2335
State,nh,2017,27,0.42709,0.42709,,,0,,,,7,16,1639
State,nh,2017,28,0.660211,0.660211,,,0,,,,15,15,2272
State,nh,2017,29,0.402994,0.402994,,,0,,,,7,15,1737
State,nh,2017,30,0.589391,0.589391,,,0,,,,9,14,1527
State,nh,2017,31,0.33761,0.33761,,,0,,,,5,14,1481
State,nh,2017,32,0.357782,0.357782,,,0,,,,6,14,1677
State,nh,2017,33,0.606878,0.606878,,,0,,,,9,14,1483
State,nh,2017,34,0.431034,0.431034,,,0,,,,7,14,1624
State,nh,2017,35,0.287219,0.287219,,,0,,,,6,14,2089
State,nh,2017,36,0.282646,0.282646,,,0,,,,5,13,1769
State,nh,2017,37,0.720461,0.720461,,,0,,,,15,13,2082
State,nh,2017,38,0.448029,0.448029,,,0,,,,10,13,2232
State,nh,2017,39,0.633446,0.633446,,,0,,,,15,13,2368
State,nh,2017,40,0.679222,0.679222,,,0,,,,22,17,3239
State,nh,2017,41,0.387919,0.387919,,,0,,,,14,18,3609
State,nh,2017,42,0.454933,0.454933,,,0,,,,16,18,3517
State,nh,2017,43,0.645705,0.645705,,,0,,,,23,17,3562
State,nh,2017,44,0.720504,0.720504,,,0,,,,24,18,3331
State,nh,2017,45,0.613497,0.613497,,,0,,,,22,18,3586
State,nh,2017,46,0.375171,0.375171,,,0,,,,11,14,2932
State,nh,2017,47,0.722022,0.722022,,,0,,,,16,17,2216
State,nh,2017,48,0.76945,0.76945,,,0,,,,27,17,3509
State,nh,2017,49,0.62383,0.62383,,,0,,,,20,17,3206
State,nh,2017,50,0.785597,0.785597,,,0,,,,24,17,3055
State,nh,2017,51,0.831444,0.831444,,,0,,,,22,17,2646
State,nh,2017,52,0.787879,0.787879,,,0,,,,13,17,1650
State,nj,2010,40,2.31534,2.31534,,,0,,,,163,23,7040
State,nj,2010,41,2.47836,2.47836,,,0,,,,189,24,7626
State,nj,2010,42,2.24812,2.24812,,,0,,,,191,25,8496
State,nj,2010,43,2.79286,2.79286,,,0,,,,216,23,7734
State,nj,2010,44,1.82877,1.82877,,,0,,,,113,25,6179
State,nj,2010,45,2.2031,2.2031,,,0,,,,169,25,7671
State,nj,2010,46,2.13716,2.13716,,,0,,,,158,24,7393
State,nj,2010,47,2.41758,2.41758,,,0,,,,143,25,5915
State,nj,2010,48,2.60116,2.60116,,,0,,,,144,24,5536
State,nj,2010,49,2.65371,2.65371,,,0,,,,183,24,6896
State,nj,2010,50,3.20073,3.20073,,,0,,,,210,25,6561
State,nj,2010,51,4.6438,4.6438,,,0,,,,264,25,5685
State,nj,2010,52,4.91358,4.91358,,,0,,,,199,25,4050
State,nj,2011,1,3.95271,3.95271,,,0,,,,224,25,5667
State,nj,2011,2,4.97268,4.97268,,,0,,,,273,25,5490
State,nj,2011,3,5.12435,5.12435,,,0,,,,307,25,5991
State,nj,2011,4,5.90291,5.90291,,,0,,,,321,25,5438
State,nj,2011,5,5.5993,5.5993,,,0,,,,384,25,6858
State,nj,2011,6,5.86393,5.86393,,,0,,,,412,25,7026
State,nj,2011,7,6.11392,6.11392,,,0,,,,351,24,5741
State,nj,2011,8,6.69849,6.69849,,,0,,,,421,24,6285
State,nj,2011,9,5.74113,5.74113,,,0,,,,440,24,7664
State,nj,2011,10,5.05526,5.05526,,,0,,,,247,22,4886
State,nj,2011,11,4.68859,4.68859,,,0,,,,201,21,4287
State,nj,2011,12,3.41036,3.41036,,,0,,,,183,22,5366
State,nj,2011,13,4.60678,4.60678,,,0,,,,239,22,5188
State,nj,2011,14,3.39574,3.39574,,,0,,,,185,22,5448
State,nj,2011,15,2.74671,2.74671,,,0,,,,140,21,5097
State,nj,2011,16,2.79318,2.79318,,,0,,,,136,19,4869
State,nj,2011,17,2.76842,2.76842,,,0,,,,189,20,6827
State,nj,2011,18,2.01081,2.01081,,,0,,,,93,19,4625
State,nj,2011,19,2.22222,2.22222,,,0,,,,102,18,4590
State,nj,2011,20,2.69103,2.69103,,,0,,,,162,21,6020
State,nj,2011,21,2.94975,2.94975,,,0,,,,162,20,5492
State,nj,2011,22,2.52839,2.52839,,,0,,,,118,20,4667
State,nj,2011,23,2.77982,2.77982,,,0,,,,151,19,5432
State,nj,2011,24,3.07871,3.07871,,,0,,,,106,18,3443
State,nj,2011,25,2.93454,2.93454,,,0,,,,117,18,3987
State,nj,2011,26,0.885138,0.885138,,,0,,,,43,19,4858
State,nj,2011,27,0.278035,0.278035,,,0,,,,9,19,3237
State,nj,2011,28,0.226693,0.226693,,,0,,,,8,19,3529
State,nj,2011,29,0.107411,0.107411,,,0,,,,4,18,3724
State,nj,2011,30,0.282486,0.282486,,,0,,,,11,17,3894
State,nj,2011,31,0.376921,0.376921,,,0,,,,13,16,3449
State,nj,2011,32,0.725295,0.725295,,,0,,,,16,15,2206
State,nj,2011,33,0.374208,0.374208,,,0,,,,13,17,3474
State,nj,2011,34,0.288517,0.288517,,,0,,,,10,17,3466
State,nj,2011,35,0.262536,0.262536,,,0,,,,10,16,3809
State,nj,2011,36,0.3003,0.3003,,,0,,,,12,16,3996
State,nj,2011,37,0.318979,0.318979,,,0,,,,16,16,5016
State,nj,2011,38,0.458891,0.458891,,,0,,,,24,17,5230
State,nj,2011,39,0.577327,0.577327,,,0,,,,33,16,5716
State,nj,2011,40,0.892694,0.892694,,,0,,,,49,18,5489
State,nj,2011,41,0.786838,0.786838,,,0,,,,44,19,5592
State,nj,2011,42,0.849558,0.849558,,,0,,,,48,19,5650
State,nj,2011,43,0.800712,0.800712,,,0,,,,45,19,5620
State,nj,2011,44,1.10031,1.10031,,,0,,,,60,19,5453
State,nj,2011,45,1.00402,1.00402,,,0,,,,55,19,5478
State,nj,2011,46,1.21234,1.21234,,,0,,,,66,19,5444
State,nj,2011,47,1.40955,1.40955,,,0,,,,54,18,3831
State,nj,2011,48,1.10861,1.10861,,,0,,,,59,19,5322
State,nj,2011,49,1.10777,1.10777,,,0,,,,59,19,5326
State,nj,2011,50,1.10917,1.10917,,,0,,,,57,19,5139
State,nj,2011,51,0.643678,0.643678,,,0,,,,28,18,4350
State,nj,2011,52,0.621891,0.621891,,,0,,,,15,16,2412
State,nj,2012,1,1.05178,1.05178,,,0,,,,39,19,3708
State,nj,2012,2,0.575402,0.575402,,,0,,,,24,19,4171
State,nj,2012,3,0.785512,0.785512,,,0,,,,36,18,4583
State,nj,2012,4,0.758214,0.758214,,,0,,,,45,19,5935
State,nj,2012,5,0.807918,0.807918,,,0,,,,40,19,4951
State,nj,2012,6,0.813166,0.813166,,,0,,,,42,19,5165
State,nj,2012,7,0.816933,0.816933,,,0,,,,44,19,5386
State,nj,2012,8,0.838095,0.838095,,,0,,,,44,19,5250
State,nj,2012,9,0.975707,0.975707,,,0,,,,49,18,5022
State,nj,2012,10,1.34273,1.34273,,,0,,,,61,18,4543
State,nj,2012,11,0.885591,0.885591,,,0,,,,37,17,4178
State,nj,2012,12,0.95732,0.95732,,,0,,,,48,18,5014
State,nj,2012,13,0.801221,0.801221,,,0,,,,42,18,5242
State,nj,2012,14,1.15403,1.15403,,,0,,,,49,18,4246
State,nj,2012,15,0.847647,0.847647,,,0,,,,38,17,4483
State,nj,2012,16,0.978394,0.978394,,,0,,,,48,17,4906
State,nj,2012,17,0.749906,0.749906,,,0,,,,40,16,5334
State,nj,2012,18,1.02529,1.02529,,,0,,,,45,17,4389
State,nj,2012,19,0.440222,0.440222,,,0,,,,19,17,4316
State,nj,2012,20,0.509793,0.509793,,,0,,,,19,17,3727
State,nj,2012,21,0.164204,0.164204,,,0,,,,6,15,3654
State,nj,2012,22,0.279764,0.279764,,,0,,,,9,16,3217
State,nj,2012,23,0.0912686,0.0912686,,,0,,,,3,16,3287
State,nj,2012,24,0.152532,0.152532,,,0,,,,5,16,3278
State,nj,2012,25,0.141393,0.141393,,,0,,,,4,16,2829
State,nj,2012,26,0.153092,0.153092,,,0,,,,5,16,3266
State,nj,2012,27,0.343495,0.343495,,,0,,,,8,16,2329
State,nj,2012,28,0.0576535,0.0576535,,,0,,,,2,16,3469
State,nj,2012,29,0.0359195,0.0359195,,,0,,,,1,15,2784
State,nj,2012,30,0.193517,0.193517,,,0,,,,4,14,2067
State,nj,2012,31,0.115009,0.115009,,,0,,,,2,12,1739
State,nj,2012,32,0.0548847,0.0548847,,,0,,,,1,12,1822
State,nj,2012,33,0.0512295,0.0512295,,,0,,,,1,12,1952
State,nj,2012,34,0.331492,0.331492,,,0,,,,6,12,1810
State,nj,2012,35,0.466563,0.466563,,,0,,,,6,11,1286
State,nj,2012,36,0.609537,0.609537,,,0,,,,17,13,2789
State,nj,2012,37,0.65872,0.65872,,,0,,,,21,12,3188
State,nj,2012,38,0.699913,0.699913,,,0,,,,24,13,3429
State,nj,2012,39,0.795837,0.795837,,,0,,,,26,12,3267
State,nj,2012,40,1.36904,1.36904,,,0,,,,68,17,4967
State,nj,2012,41,1.70536,1.70536,,,0,,,,83,17,4867
State,nj,2012,42,1.39434,1.39434,,,0,,,,71,19,5092
State,nj,2012,43,1.45544,1.45544,,,0,,,,113,20,7764
State,nj,2012,44,1.27737,1.27737,,,0,,,,49,18,3836
State,nj,2012,45,1.80709,1.80709,,,0,,,,80,19,4427
State,nj,2012,46,1.39585,1.39585,,,0,,,,103,20,7379
State,nj,2012,47,1.36441,1.36441,,,0,,,,72,18,5277
State,nj,2012,48,2.2386,2.2386,,,0,,,,161,18,7192
State,nj,2012,49,2.2145,2.2145,,,0,,,,172,20,7767
State,nj,2012,50,2.15569,2.15569,,,0,,,,126,19,5845
State,nj,2012,51,3.84972,3.84972,,,0,,,,166,19,4312
State,nj,2012,52,5.44188,5.44188,,,0,,,,250,20,4594
State,nj,2013,1,5.00187,5.00187,,,0,,,,268,20,5358
State,nj,2013,2,4.94719,4.94719,,,0,,,,356,19,7196
State,nj,2013,3,5.61734,5.61734,,,0,,,,399,20,7103
State,nj,2013,4,4.94037,4.94037,,,0,,,,348,20,7044
State,nj,2013,5,4.63762,4.63762,,,0,,,,231,19,4981
State,nj,2013,6,4.45368,4.45368,,,0,,,,300,20,6736
State,nj,2013,7,4.79113,4.79113,,,0,,,,242,19,5051
State,nj,2013,8,3.44288,3.44288,,,0,,,,242,19,7029
State,nj,2013,9,2.78825,2.78825,,,0,,,,207,20,7424
State,nj,2013,10,3.74782,3.74782,,,0,,,,129,18,3442
State,nj,2013,11,3.21132,3.21132,,,0,,,,143,18,4453
State,nj,2013,12,2.85293,2.85293,,,0,,,,116,18,4066
State,nj,2013,13,2.76671,2.76671,,,0,,,,118,17,4265
State,nj,2013,14,2.25873,2.25873,,,0,,,,99,16,4383
State,nj,2013,15,1.86459,1.86459,,,0,,,,84,15,4505
State,nj,2013,16,0.997195,0.997195,,,0,,,,32,15,3209
State,nj,2013,17,1.63898,1.63898,,,0,,,,74,16,4515
State,nj,2013,18,1.83739,1.83739,,,0,,,,80,16,4354
State,nj,2013,19,1.45819,1.45819,,,0,,,,64,16,4389
State,nj,2013,20,1.80754,1.80754,,,0,,,,71,15,3928
State,nj,2013,21,1.56784,1.56784,,,0,,,,55,15,3508
State,nj,2013,22,1.52316,1.52316,,,0,,,,49,15,3217
State,nj,2013,23,1.33617,1.33617,,,0,,,,44,16,3293
State,nj,2013,24,1.47947,1.47947,,,0,,,,49,16,3312
State,nj,2013,25,1.75008,1.75008,,,0,,,,57,16,3257
State,nj,2013,26,1.72084,1.72084,,,0,,,,54,16,3138
State,nj,2013,27,0.110619,0.110619,,,0,,,,2,14,1808
State,nj,2013,28,1.21655,1.21655,,,0,,,,40,14,3288
State,nj,2013,29,1.24601,1.24601,,,0,,,,39,13,3130
State,nj,2013,30,0.883281,0.883281,,,0,,,,28,12,3170
State,nj,2013,31,1.36849,1.36849,,,0,,,,41,9,2996
State,nj,2013,32,2.13599,2.13599,,,0,,,,60,9,2809
State,nj,2013,33,1.21781,1.21781,,,0,,,,35,9,2874
State,nj,2013,34,1.14529,1.14529,,,0,,,,35,9,3056
State,nj,2013,35,1.34721,1.34721,,,0,,,,44,9,3266
State,nj,2013,36,0.901886,0.901886,,,0,,,,33,10,3659
State,nj,2013,37,0.896861,0.896861,,,0,,,,60,11,6690
State,nj,2013,38,1.12296,1.12296,,,0,,,,79,11,7035
State,nj,2013,39,0.911906,0.911906,,,0,,,,53,11,5812
State,nj,2013,40,1.51614,1.51614,,,0,,,,162,22,10685
State,nj,2013,41,1.49528,1.49528,,,0,,,,179,26,11971
State,nj,2013,42,1.75227,1.75227,,,0,,,,160,25,9131
State,nj,2013,43,1.73516,1.73516,,,0,,,,209,26,12045
State,nj,2013,44,1.66137,1.66137,,,0,,,,204,27,12279
State,nj,2013,45,1.60633,1.60633,,,0,,,,201,27,12513
State,nj,2013,46,1.5635,1.5635,,,0,,,,195,27,12472
State,nj,2013,47,1.99283,1.99283,,,0,,,,178,26,8932
State,nj,2013,48,2.30253,2.30253,,,0,,,,144,26,6254
State,nj,2013,49,1.99525,1.99525,,,0,,,,227,27,11377
State,nj,2013,50,1.32384,1.32384,,,0,,,,119,25,8989
State,nj,2013,51,1.95949,1.95949,,,0,,,,178,26,9084
State,nj,2013,52,2.32845,2.32845,,,0,,,,189,27,8117
State,nj,2014,1,3.74359,3.74359,,,0,,,,219,26,5850
State,nj,2014,2,3.19855,3.19855,,,0,,,,318,25,9942
State,nj,2014,3,3.25342,3.25342,,,0,,,,323,26,9928
State,nj,2014,4,2.56233,2.56233,,,0,,,,185,25,7220
State,nj,2014,5,3.57187,3.57187,,,0,,,,288,25,8063
State,nj,2014,6,3.41817,3.41817,,,0,,,,325,26,9508
State,nj,2014,7,3.34581,3.34581,,,0,,,,286,24,8548
State,nj,2014,8,2.57067,2.57067,,,0,,,,261,26,10153
State,nj,2014,9,2.72978,2.72978,,,0,,,,297,25,10880
State,nj,2014,10,2.75766,2.75766,,,0,,,,278,25,10081
State,nj,2014,11,2.67035,2.67035,,,0,,,,290,25,10860
State,nj,2014,12,2.77386,2.77386,,,0,,,,295,25,10635
State,nj,2014,13,3.27521,3.27521,,,0,,,,340,25,10381
State,nj,2014,14,2.90237,2.90237,,,0,,,,319,25,10991
State,nj,2014,15,3.34845,3.34845,,,0,,,,288,24,8601
State,nj,2014,16,2.87107,2.87107,,,0,,,,212,24,7384
State,nj,2014,17,2.188,2.188,,,0,,,,233,25,10649
State,nj,2014,18,2.03609,2.03609,,,0,,,,220,25,10805
State,nj,2014,19,2.38206,2.38206,,,0,,,,256,25,10747
State,nj,2014,20,2.30849,2.30849,,,0,,,,245,25,10613
State,nj,2014,21,2.03737,2.03737,,,0,,,,157,25,7706
State,nj,2014,22,2.67133,2.67133,,,0,,,,168,24,6289
State,nj,2014,23,2.32336,2.32336,,,0,,,,170,24,7317
State,nj,2014,24,2.20694,2.20694,,,0,,,,154,23,6978
State,nj,2014,25,1.94622,1.94622,,,0,,,,131,23,6731
State,nj,2014,26,1.78492,1.78492,,,0,,,,120,23,6723
State,nj,2014,27,1.37905,1.37905,,,0,,,,74,23,5366
State,nj,2014,28,1.28438,1.28438,,,0,,,,85,22,6618
State,nj,2014,29,1.06916,1.06916,,,0,,,,96,22,8979
State,nj,2014,30,1.24073,1.24073,,,0,,,,77,21,6206
State,nj,2014,31,1.08446,1.08446,,,0,,,,66,20,6086
State,nj,2014,32,1.25285,1.25285,,,0,,,,77,21,6146
State,nj,2014,33,0.883838,0.883838,,,0,,,,56,21,6336
State,nj,2014,34,0.990574,0.990574,,,0,,,,62,21,6259
State,nj,2014,35,1.24827,1.24827,,,0,,,,63,19,5047
State,nj,2014,36,1.12265,1.12265,,,0,,,,67,22,5968
State,nj,2014,37,1.29467,1.29467,,,0,,,,100,20,7724
State,nj,2014,38,1.74856,1.74856,,,0,,,,137,20,7835
State,nj,2014,39,1.73814,1.73814,,,0,,,,122,20,7019
State,nj,2014,40,1.4055,1.4055,,,0,,,,114,22,8111
State,nj,2014,41,2.17104,2.17104,,,0,,,,181,24,8337
State,nj,2014,42,1.60945,1.60945,,,0,,,,173,25,10749
State,nj,2014,43,1.86151,1.86151,,,0,,,,207,26,11120
State,nj,2014,44,1.57613,1.57613,,,0,,,,168,26,10659
State,nj,2014,45,1.60939,1.60939,,,0,,,,170,25,10563
State,nj,2014,46,1.76267,1.76267,,,0,,,,194,26,11006
State,nj,2014,47,2.13929,2.13929,,,0,,,,227,25,10611
State,nj,2014,48,1.92804,1.92804,,,0,,,,142,26,7365
State,nj,2014,49,2.0331,2.0331,,,0,,,,215,26,10575
State,nj,2014,50,2.25696,2.25696,,,0,,,,231,25,10235
State,nj,2014,51,3.31837,3.31837,,,0,,,,340,26,10246
State,nj,2014,52,4.33593,4.33593,,,0,,,,301,26,6942
State,nj,2014,53,3.75445,3.75445,,,0,,,,274,26,7298
State,nj,2015,1,3.62311,3.62311,,,0,,,,343,26,9467
State,nj,2015,2,3.34287,3.34287,,,0,,,,339,27,10141
State,nj,2015,3,4.97434,4.97434,,,0,,,,378,24,7599
State,nj,2015,4,4.80625,4.80625,,,0,,,,320,26,6658
State,nj,2015,5,3.53148,3.53148,,,0,,,,281,24,7957
State,nj,2015,6,3.8961,3.8961,,,0,,,,312,24,8008
State,nj,2015,7,3.03839,3.03839,,,0,,,,239,24,7866
State,nj,2015,8,4.0146,4.0146,,,0,,,,187,16,4658
State,nj,2015,9,2.53917,2.53917,,,0,,,,188,25,7404
State,nj,2015,10,2.24284,2.24284,,,0,,,,191,25,8516
State,nj,2015,11,2.88725,2.88725,,,0,,,,211,24,7308
State,nj,2015,12,2.44113,2.44113,,,0,,,,198,25,8111
State,nj,2015,13,1.87555,1.87555,,,0,,,,129,24,6878
State,nj,2015,14,1.57618,1.57618,,,0,,,,117,21,7423
State,nj,2015,15,1.60819,1.60819,,,0,,,,121,20,7524
State,nj,2015,16,1.8738,1.8738,,,0,,,,147,21,7845
State,nj,2015,17,1.6005,1.6005,,,0,,,,127,21,7935
State,nj,2015,18,1.60158,1.60158,,,0,,,,130,21,8117
State,nj,2015,19,1.35915,1.35915,,,0,,,,106,21,7799
State,nj,2015,20,1.26336,1.26336,,,0,,,,91,20,7203
State,nj,2015,21,1.46145,1.46145,,,0,,,,80,18,5474
State,nj,2015,22,1.20608,1.20608,,,0,,,,81,21,6716
State,nj,2015,23,1.62835,1.62835,,,0,,,,102,20,6264
State,nj,2015,24,1.60348,1.60348,,,0,,,,107,21,6673
State,nj,2015,25,1.56856,1.56856,,,0,,,,93,21,5929
State,nj,2015,26,1.21354,1.21354,,,0,,,,62,21,5109
State,nj,2015,27,1.50991,1.50991,,,0,,,,83,20,5497
State,nj,2015,28,1.36033,1.36033,,,0,,,,88,20,6469
State,nj,2015,29,1.16115,1.16115,,,0,,,,74,21,6373
State,nj,2015,30,1.15761,1.15761,,,0,,,,78,21,6738
State,nj,2015,31,1.50245,1.50245,,,0,,,,95,19,6323
State,nj,2015,32,1.19066,1.19066,,,0,,,,76,19,6383
State,nj,2015,33,1.17442,1.17442,,,0,,,,74,18,6301
State,nj,2015,34,0.555374,0.555374,,,0,,,,17,9,3061
State,nj,2015,35,0.867137,0.867137,,,0,,,,59,18,6804
State,nj,2015,36,1.28706,1.28706,,,0,,,,89,18,6915
State,nj,2015,37,0.959693,0.959693,,,0,,,,50,10,5210
State,nj,2015,38,1.91625,1.91625,,,0,,,,135,18,7045
State,nj,2015,39,1.44609,1.44609,,,0,,,,92,17,6362
State,nj,2015,40,0.896943,0.896943,,,0,,,,98,23,10926
State,nj,2015,41,0.608305,0.608305,,,0,,,,23,14,3781
State,nj,2015,42,0.605908,0.605908,,,0,,,,24,14,3961
State,nj,2015,43,0.426487,0.426487,,,0,,,,19,14,4455
State,nj,2015,44,0.744961,0.744961,,,0,,,,34,15,4564
State,nj,2015,45,0.430005,0.430005,,,0,,,,18,13,4186
State,nj,2015,46,0.652884,0.652884,,,0,,,,30,15,4595
State,nj,2015,47,0.672043,0.672043,,,0,,,,20,14,2976
State,nj,2015,48,0.987224,0.987224,,,0,,,,68,15,6888
State,nj,2015,49,1.06728,1.06728,,,0,,,,79,16,7402
State,nj,2015,50,1.09957,1.09957,,,0,,,,72,15,6548
State,nj,2015,51,1.17736,1.17736,,,0,,,,31,15,2633
State,nj,2015,52,1.40393,1.40393,,,0,,,,35,15,2493
State,nj,2016,1,1.54976,1.54976,,,0,,,,57,15,3678
State,nj,2016,2,1.343,1.343,,,0,,,,50,16,3723
State,nj,2016,3,1.58053,1.58053,,,0,,,,63,16,3986
State,nj,2016,4,1.85906,1.85906,,,0,,,,86,17,4626
State,nj,2016,5,1.69208,1.69208,,,0,,,,81,17,4787
State,nj,2016,6,2.60692,2.60692,,,0,,,,128,16,4910
State,nj,2016,7,3.01218,3.01218,,,0,,,,141,17,4681
State,nj,2016,8,2.58117,2.58117,,,0,,,,128,17,4959
State,nj,2016,9,3.76333,3.76333,,,0,,,,187,17,4969
State,nj,2016,10,4.47187,4.47187,,,0,,,,221,17,4942
State,nj,2016,11,4.86093,4.86093,,,0,,,,187,17,3847
State,nj,2016,12,3.9079,3.9079,,,0,,,,185,16,4734
State,nj,2016,13,2.88483,2.88483,,,0,,,,131,15,4541
State,nj,2016,14,2.34506,2.34506,,,0,,,,112,16,4776
State,nj,2016,15,3.02083,3.02083,,,0,,,,145,15,4800
State,nj,2016,16,2.98913,2.98913,,,0,,,,143,15,4784
State,nj,2016,17,1.87012,1.87012,,,0,,,,91,14,4866
State,nj,2016,18,1.58913,1.58913,,,0,,,,69,14,4342
State,nj,2016,19,1.56684,1.56684,,,0,,,,62,13,3957
State,nj,2016,20,1.6298,1.6298,,,0,,,,56,13,3436
State,nj,2016,21,1.23648,1.23648,,,0,,,,40,13,3235
State,nj,2016,22,1.03712,1.03712,,,0,,,,19,14,1832
State,nj,2016,23,1.19112,1.19112,,,0,,,,22,13,1847
State,nj,2016,24,0.944625,0.944625,,,0,,,,29,14,3070
State,nj,2016,25,0.994546,0.994546,,,0,,,,31,13,3117
State,nj,2016,26,0.770003,0.770003,,,0,,,,23,14,2987
